pmid_reference;pmc_reference;evidence_code;disease_db;disease_name;disease_abbreviation;associated_gene_or_locus;disease_synonym;disease_id;disease_id_in_text;gene_id_in_text;hpo_name;hpo_id;hp_synonym;negation;not_abnormal;sentence;sentence_location;disease_location;gene_location;co_occurrence;comments
PMID:32163377;PMC7260033;PCS;OMIM;"IMMUNODEFICIENCY 69; IMD69;; IMMUNODEFICIENCY 69, MYCOBACTERIOSIS, AUTOSOMAL RECESSIVE";MSMD;IFNG;mycobacterial disease ;618963;no;no;hemophagocytosis;HP:0012156;exact match;no; -;Hemophagocytic lymphohistiocytosis (HLH) was suspected, but no evidence of hemophagocytosis was found in the bone marrow ;body (Results);title, abstract, body (Introduction, Results, Discussion, Methods);abstract, body (Introduction, Results, Discussion, Methods);no;
PMID:26561570;PMC4752660;PCS;OMIM;"MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE); MTDPS14"; -;OPA1;mitochondrial encephalomyopathy, hypertrophic cardiomyopathy;616896;no;no;heart failure;HP:0001635;exact match;absence; -;The patient subsequently developed a progressive, non-obstructive, generalised hypertrophic cardiomyopathy, in the absence of overt heart failure ;body;title, abstract, body;title, abstract, body;no;
PMID:27274160;PMC4890067;PCS;OMIM;INCISORS, LOWER CENTRAL, ABSENCE OF; -; -;missing mandibular central incisors;147330;no;no;hypodontia;HP:0000668; exact match;no; -;Pedigree charting was then done on their family for three generations and there were no signs of hypodontia or any other anomalies or syndromes ;body (CASE REPORT);abstract, body (DISCUSSION); -;no;
PMID:17285242; -;PCS;OMIM;"MEGALOBLASTIC ANEMIA 1; MGA1";exact_match (MGA1);CUBN;megaloblastic anaemia type 1, megaloblastic anaemia 1;261100;yes;no;abnormal serum folate;HP:0040086;serum folate level; - ;normal;"For the nine Tunisian MGA1 patients reported in the present study, the diagnosis of MGA1 was based on the fol - lowing established criteria (Gra ̈ sbeck et al. 1960; Imerslund 1960; Broch et al. 1984): (a) appearance of megaloblastic anaemia within the first 8 years of life (age range 9–84 months), (b2) low serum Vit B12 levels by radioimmunoassay, (c3) normal serum folate level, (d4) no evidence of radiological and endoscopic digestive tract abnormalities, (e5) proteinuria was de - tected in all cases except one in our series, MA2 pa - tient, (f6) and complete haematological response to regular injections of parenteral Vit B12, (g7) The dual - isotope Schilling test allowed confirmation of MGA1 by revealing intestinal malabsorption of labelled Vit B12, not corrected by the addition of an exogenous intrinsic factor";body (Results);title, abstract, body (Introduction, Results, Discussion);abstract, body (Introduction, Patients and methods, Results, Discussion);yes (disease_abbreviation);
PMID:17285242; -;PCS;OMIM;"MEGALOBLASTIC ANEMIA 1; MGA1";exact_match (MGA1);CUBN;megaloblastic anaemia type 1, megaloblastic anaemia 0;261100;yes;no;abnormal serum folate;HP:0040086;folate level; - ;normal;Patients were diagnosed on the basis of the association of clinical symptoms, low serum Vit B12 level and normal folate level in vitamins assays assessed by radioimmunoassay methods (Simultrac, SNB–ICN pharmaceuticals);body (Patients and methods);title, abstract, body (Introduction, Results, Discussion);abstract, body (Introduction, Patients and methods, Results, Discussion);no;
PMID:17431681; -;PCS;OMIM;"MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4; EJM4";JME; -;juvenile myoclonic epilepsy;611364;no;no;absence seizures;HP:0002121;exact match;lack of; -;While, a major apparent difference of phenotypes observed in Family 3 reported here and  JME families analyzed in earlier studies, is nearly complete lack of absence seizures and photoparoxysmal response in Family 3, manifestations of the early morning myoclonic seizures, generalized tonic–clonic seizures and generalized polyspike wave discharges are common clinical phenotypes found in all or almost all of the aVected members of these families;body (Discussion);title, abstract, body (Introduction, Materials and methods, Results, Discussion); -;yes (disease_abbreviation);
PMID:17431681; -;PCS;OMIM;"MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4; EJM4";JME; -;juvenile myoclonic epilepsy;611364;no;no;febrile seizures;HP:0002373;exact match;no; -; -;body (Table 1);title, abstract, body (Introduction, Materials and methods, Table 1, Results, Discussion); -;no;
PMID:26996948;PMC4833197;PCS;OMIM;"MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2"; -;PIGA;intellectual disability with seizures and hypotonia, MCAHS2;300868;yes;311770;anorectal anomalies;HP:0012732;exact match; -; -; -;body (Table 1);title, abstract, body (Discussion, Table 1);body (Introduction, Table 1);no;
PMID:21629298;PMC3198153;PCS;OMIM;"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 29; MRT29";ID; -;intellectual disability ;614333;no;no;autism;HP:0000717;autistic symptoms;no; -;Neonatal muscular hypotonia, mild motor delay, severe ID, no speech, understanding better, no autistic symptoms, MRI and further detailed examinations unremarkable;body (Table 1);title, abstract, body (INTRODUCTION, PATIENTS AND METHODS, RESULTS AND DISCUSSION); -;no;
PMID:26996948;PMC4833197;PCS;OMIM;"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53; MRT53"; -;PIGG;intellectual disability ;616917;no;no;increased serum alkaline phosphatase;HP:0003155;exact match; -; -; -;body (Table 1);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:27694521; -;TAS;OMIM;"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 62; MRT62";ID;PIGC;intellectual disability ;617816;no;no;increased serum alkaline phosphatase;HP:0003155;serum alkaline phosphatase; -;normal;Routine laboratory investigations including serum alkaline phosphatase were normal ;body (PATIENTS AND METHODS);title, abstract, body (INTRODUCTION);title, abstract, body (INTRODUCTION, PATIENTS AND METHODS, RESULTS, DISCUSSION);no;
PMID:26238514; -;PCS;OMIM;"COFFIN -SIRIS SYNDROME 6; CSS6";ID;ARID2;intellectual disabilities ;617808;no;no;seizures;HP:0001250;exact match;none; -;Notably, none of the children have had seizures, and there are no major brain malformations ;body (Discussion);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;"negative relation can also be found in sentence ""Seizures were not observed"" (body (Results))"
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;anorectal anomalies;HP:0012732;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 19; GPIBD19";IGD;PIGQ;inherited GPI deficiency ;618548;no;605754;anorectal anomalies;HP:0012732;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;congenital heart defects;HP:0001627;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 19; GPIBD19";IGD;PIGQ;inherited GPI deficiency ;618548;no;605754;congenital heart defects;HP:0001627;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;facial dysmorpism;HP:0001999;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;hearing impairment;HP:0000365;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 19; GPIBD19";IGD;PIGQ;inherited GPI deficiency ;618548;no;605754;hearing impairment;HP:0000365;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;hypotonia;HP:0001252;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;increased serum alkaline phosphatase;HP:0003155;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 19; GPIBD19";IGD;PIGQ;inherited GPI deficiency ;618548;no;605754;increased serum alkaline phosphatase;HP:0003155;exact match; -; -; -;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;intellectual disability;HP:0001249;exact match;without; -;The first reported inherited GPI deficiency (IGD) was PIGM (MIM: 610273) deficiency in individuals suffering from portal thrombosis and seizures without intellectual disability;body (Introduction);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);yes (disease_abbreviation, gene, gene_id);the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1";IGD;PIGM;inherited GPI deficiency ;610293;no;610273;urinary tract anomalies;HP:0000079;anomalies in urinary tract; - ; -;Vesicoureteral reflex or anomalies in urinary tract ;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:26996948;PMC4833197;PCS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 19; GPIBD19";IGD;PIGQ;inherited GPI deficiency ;618548;no;605754;urinary tract anomalies;HP:0000079;anomalies in urinary tract; -; -;Vesicoureteral reflex or anomalies in urinary tract ;body (Table 1);abstract, body (Introduction, Subjects and Methods, Discussion);body (Introduction, Table 1);no;the article is not directly about IGD but talks about GPI defeciencies
PMID:25307056;PMC4303590;PCS;OMIM;"IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38"; -;ISG15 ;immunodeficiency ;616126;no;no;severe viral infection;HP:0031691;viral infection;lack of; -;The observed enhancement of cellular responses to IFN-α/β provides an explanation for the lack of overt viral infection phenotypes 5 in patients with ISG15 deficiency ;body;body;title, abstract, body (METHODS);yes (gene);disease_name is not referred in the text, instead it came from associated_gene_or_locus (ISG15)
PMID:9096364;PMC20340;PCS;OMIM;"IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY; IMD41"; -; -;immunodeficiency ;606367;no;no;autoimmune hemolytic anemia;HP:0001890;hemolytic anemia;no; -;By the age of 3 years he had developed gingivitis, iron deficiency anemia with no evidence of hemolytic anemia, chronic inflammation of his mandible, and chronic lung disease involving the right upper lobe;body (RESULTS AND DISCUSSION);abstract, body (RESULTS AND DISCUSSION); -;no;
PMID:26996948;PMC4833197;PCS;OMIM;"HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6"; -;PGIY;hyperphosphatasia ;616809;yes;610662;anorectal anomalies;HP:0012732;exact match; -; -; -;body (Table 1);body (Introduction);body (Introduction, Table 1);no;
PMID:26996948;PMC4833197;PCS;OMIM;"HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6"; -;PGIY;hyperphosphatasia ;616809;yes;610662;congenital heart defects;HP:0001627;exact match; -; -; -;body (Table 1);body (Introduction);body (Introduction, Table 1);no;
PMID:26996948;PMC4833197;PCS;OMIM;"HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6"; -;PGIY;hyperphosphatasia ;616809;yes;610662;hearing impairment;HP:0000365;exact match; -; -; -;body (Table 1);body (Introduction);body (Introduction, Table 1);no;
PMID:24334290;PMC3914472;PCS;OMIM;"SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA; SPAHGC"; -;GLRX5;hyperglycinemia ;616859;no;609588;increased serum lactate ;HP:0002151;lactate;not; -;The presence of elevated alanine or lactate can also be indicative, but is not required ;body (Discussion);title, abstract, body (Introduction);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;negative relation can also be found in Table 2, article is about one disease but describes phenotypes related to various genes, in this case the phenotype is not associated with GLRX5
PMID:24482476;PMC4157572;IEA;OMIM;"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE; SPG62";HSP;ERLIN1;hereditary spastic paraplegia;615681;no;no;autism;HP:0000717;autism spectrum disorders;not; -;"In contrast, we did not find a similar association with sets for representative neurodevelopmental disorders such as autism spectrum disorders and epilepsy (P = 0.49 and P = 0.51, respectively; fig. S12), nor with nonneurological disorders represented by heart and pulmonary disorders ";body (Link Between HSP and Neurodegenerative Disease Genes);abstract, body (Abstract, Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, Functional Testing Candidates with Expression and Zebrafish, HSP-Related Proteins Interact Within a Network, Implicated Causal Genes Suggest Modules of HSP Pathology, Candidate HSP Genes Identified by Network Analysis, Link Between HSP and Neurodegenerative Disease Genes, Discussion);body (Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, HSP-Related Proteins Interact Within a Network, Discussion);no;
PMID:24482476;PMC4157572;IEA;OMIM;"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE; SPG62";HSP;ERLIN1;hereditary spastic paraplegia;615681;no;no;EMG abnormality;HP:0003457;EMG; -;normal;EMG/NVC findings; Supplementary Material (Table S1);abstract, body (Abstract, Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, Functional Testing Candidates with Expression and Zebrafish, HSP-Related Proteins Interact Within a Network, Implicated Causal Genes Suggest Modules of HSP Pathology, Candidate HSP Genes Identified by Network Analysis, Link Between HSP and Neurodegenerative Disease Genes, Discussion);body (Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, HSP-Related Proteins Interact Within a Network, Discussion);no;relation table in supplementary materials
PMID:24482476;PMC4157572;IEA;OMIM;"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE; SPG62";HSP;ERLIN1;hereditary spastic paraplegia;615681;no;no;epilepsy;HP:0001250;exact match;not; -;"In contrast, we did not find a similar association with sets for representative neurodevelopmental disorders such as autism spectrum disorders and epilepsy (P = 0.49 and P = 0.51, respectively; fig. S12), nor with nonneurological disorders represented by heart and pulmonary disorders ";body (Link Between HSP and Neurodegenerative Disease Genes);abstract, body (Abstract, Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, Functional Testing Candidates with Expression and Zebrafish, HSP-Related Proteins Interact Within a Network, Implicated Causal Genes Suggest Modules of HSP Pathology, Candidate HSP Genes Identified by Network Analysis, Link Between HSP and Neurodegenerative Disease Genes, Discussion);body (Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, HSP-Related Proteins Interact Within a Network, Discussion);no;
PMID:24482476;PMC4157572;IEA;OMIM;"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE; SPG62";HSP;ERLIN1;hereditary spastic paraplegia;615681;no;no;fasciculations;HP:0002380;exact match; -; -; -;Supplementary Material (Table S1);abstract, body (Abstract, Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, Functional Testing Candidates with Expression and Zebrafish, HSP-Related Proteins Interact Within a Network, Implicated Causal Genes Suggest Modules of HSP Pathology, Candidate HSP Genes Identified by Network Analysis, Link Between HSP and Neurodegenerative Disease Genes, Discussion);body (Multiple Genes Are Implicated in HSP, Extending Results to Larger HSP Cohort, HSP-Related Proteins Interact Within a Network, Discussion);no;relation table in supplementary materials
PMID:15280904; -;PCS;OMIM;"HYPERFERRITINEMIA WITH OR WITHOUT CATARACT;;HYPERFERRITINEMIA -CATARACT SYNDROME;;HYPERFERRITINEMIA, HEREDITARY, WITH CONGENITAL CATARACTS; HHCS";exact match (HHCS);FTL;Hereditary hyperferritinaemia cataract syndrome;600886;yes;no;abnormal serum iron;HP:0040130;iron deficiency; -; -;Family members with HHCS in this, and other series showed no consistent evidence of iron deficiency so this abnormality is unlikely to be part of the HHCS phenotype;body (Discussion);title, abstract, body (Introduction, Results, Discussion);abstract, body (Introduction, Methods, Results, Discussion);no;
PMID:32294086;PMC7159186;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 78; DFNA78"; -;SLC12A2 ;hereditary hearing loss;619081;no;no;epilepsy;HP:0001250;exact match;not; -;Visual inspection of the entire body, palpation of the head and neck, interview of affected individuals or their parents did not detect additional symptoms of multiple organs, global developmental delay, macrocephaly and epilepsy, or schizophrenia, all of which have been reported to be associated with SLC12A2 variants ;body (Results);title, abstract;title, abstract, body (Introduction, Results, Discussion, Materials and Methods);yes (gene);
PMID:32294086;PMC7159186;IEA;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 78; DFNA78"; -;SLC12A2 ;hereditary hearing loss;619081;no;no;gobal developmental delay;HP:0001263;exact match;not; -;Visual inspection of the entire body, palpation of the head and neck, interview of affected individuals or their parents did not detect additional symptoms of multiple organs, global developmental delay, macrocephaly and epilepsy, or schizophrenia, all of which have been reported to be associated with SLC12A2 variants ;body (Results);title, abstract;title, abstract, body (Introduction, Results, Discussion, Materials and Methods);yes (gene);
PMID:32294086;PMC7159186;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 78; DFNA78"; -;SLC12A2 ;hereditary hearing loss;619081;no;no;macrocephaly ;HP:0000256;exact match;not; -;Visual inspection of the entire body, palpation of the head and neck, interview of affected individuals or their parents did not detect additional symptoms of multiple organs, global developmental delay, macrocephaly and epilepsy, or schizophrenia, all of which have been reported to be associated with SLC12A2 variants ;body (Results);title, abstract;title, abstract, body (Introduction, Results, Discussion, Materials and Methods);yes (gene);
PMID:32294086;PMC7159186;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 78; DFNA78"; -;SLC12A2 ;hereditary hearing loss;619081;no;no;schizophrenia;HP:0100753;exact match;not; -;Visual inspection of the entire body, palpation of the head and neck, interview of affected individuals or their parents did not detect additional symptoms of multiple organs, global developmental delay, macrocephaly and epilepsy, or schizophrenia, all of which have been reported to be associated with SLC12A2 variants ;body (Results);title, abstract;title, abstract, body (Introduction, Results, Discussion, Materials and Methods);yes (gene);
PMID:24913602; - ;PCS;OMIM;"HENNEKAM LYMPHANGIECTASIA -LYMPHEDEMA SYNDROME 2; HKLLS2";HS;FAT4;Hennekam syndrome ;616006;no;no;abnormal trachea morphology;HP:0002778;tracheal anomalies ; -; -; -;body (Table 2);title, abstract, body (Introduction, Table 1, Table 2);title, abstract, body (Introduction, Results, Discussion, Methods);no;
PMID:26416264;PMC4741280;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 57; DFNB57"; -;PDZD7 ;hearing loss ;618003;no;612971;visual impairment;HP:0000505;vision problems;not; -;It is interesting that this person segregates two mutations in two USH-related genes and yet at the age of 33 years old does not have any vision problems ;body (DISCUSSION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:27657680; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 71; DFNA71"; -;DMXL2;hearing loss ;617605;no;no;vestibular dysfunction;HP:0001751;exact match;no; -;The affected members reported no symptoms associated with vestibular dysfunction ;body (RESULTS);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, DISCUSSION);no;
PMID:21660509;PMC3303183;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 15; DFNB15;; DEAFNESS, AUTOSOMAL RECESSIVE 72; DFNB72;; DEAFNESS, AUTOSOMAL RECESSIVE 95; DFNB95";"exact match (DFNB15; DFNB72); HL";GIPC3;hearing loss;601869;no;no;impaired vision;HP:0000505;retinal dysfunction;not; -;Hearing loss in these families was not accompanied by obvious vestibular dysfunction, retinal dysfunction, or report of other anomalies;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Material and methods, Results, Discussion);no;
PMID:21660509;PMC3303183;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 15; DFNB15;;DEAFNESS, AUTOSOMAL RECESSIVE 72; DFNB72;;DEAFNESS, AUTOSOMAL RECESSIVE 95; DFNB96";"exact match (DFNB15; DFNB72); HL";GIPC3;hearing loss;601869;no;no;vestibular dysfunction;HP:0001751; exact match;not; -;Hearing loss in these families was not accompanied by obvious vestibular dysfunction, retinal dysfunction, or report of other anomalies;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Material and methods, Results, Discussion);no;
PMID:26123727;PMC4616260;PCS;OMIM;"GALLOWAY -MOWAT SYNDROME 1; GAMOS1";GMS; -;Galloway-Mowat syndrome;251300;yes;no;abnormality of neuronal migration;HP:0002269;basal ganglia degeneration;excluded; -;While WDR45 (MIM #300526) mutations cause basal ganglia degeneration with brain iron accumulation in NBIA, such an accumulation was excluded in cranial MRI in patient 1 -II -1 with basal ganglia degeneration due to WDR73 mutations;body (DISCUSSION);abstract, body (INTRODUCTION); -;no;
PMID:30451973; -;PCS;OMIM;"GALACTOSEMIA IV; GALAC4"; -;GALM;galactosemia ;618881;no;137030;global developmental delay ;HP:0001263;growth and development; -;normal;He showed normal growth and development at the most recent follow-up visit ;Supplementary Data (Supplemental note: Case Reports);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;"negative relation can also be found in: ""She displayed normal growth and development without sequelae and complications at the most recent follow-up visit"", ""He showed normal growth and development without sequelae and complications at the most recent follow-up visit"", ""She showed normal growth and development without sequelae and complications at the most recent follow-up visit"", ""He showed normal growth and development without sequelae and complications at the most recent follow-up visit"", ""He showed normal growth and development without sequelae and complications at the most recent follow-up visit"" and ""He showed normal growth and development at the most recent follow-up visit"""
PMID:30451973; -;PCS;OMIM;"GALACTOSEMIA IV; GALAC4"; -;GALM;galactosemia ;618881;no;137030;hepatomegaly;HP:0002240;exact match; -; -; -;body (Table 1);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:30451973; -;PCS;OMIM;"GALACTOSEMIA IV; GALAC4"; -;GALM;galactosemia ;618881;no;137030;neurological abnormality;HP:0000707;neurological symptoms; -; -; -;body (Table 1);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:30451973; -;PCS;OMIM;"GALACTOSEMIA IV; GALAC4"; -;GALM;galactosemia ;618881;no;137030;short stature;HP:0004322;exact match; -; -; -;body (Table 1);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:11845408;PMC379097;PCS;OMIM;"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP"; -; -;familial life-long persistent fever;606854;no;no;dysmorphic facial features;HP:0001999;dysmorphic features;without; -;"All affected siblings have esotropia, increased muscle tone, mild truncal ataxia, and finger dysmetria, without dysmorphic features and other congenital anomalies; all show a normal karyotype";body;title, abstract, body; -;no;
PMID:11850618; -;PCS;OMIM;"DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESSIVE 7; DFNB7"; -;TMC1;familial life-long persistent fever;600974;no;no;vestibular dysfunction;HP:0001751;vestibular deficits;no; -;Affected individuals had no evidence of vestibular deficits in their developmental and medical histories or upon physical examination;body (Results);title, abstract, body (Introduction, Results);title, abstract, body (Introduction, Results, Discussion, Methods);no;
PMID:15280904; -;PCS;OMIM;"HYPERFERRITINEMIA WITH OR WITHOUT CATARACT;;HYPERFERRITINEMIA -CATARACT SYNDROME;;HYPERFERRITINEMIA, HEREDITARY, WITH CONGENITAL CATARACTS; HHCS";exact match (HHCS);FTL;familial life-long persistent fever;600886;yes;no;abnormal transferrin saturation;HP:0040135;serum transferrin saturation ;none; -;Although all the probands had increased serum L - ferritin concentration, there were no clinical features of iron overload and none showed elevated serum transferrin saturation ;body (Results);title, abstract, body (Introduction, Results, Discussion);abstract, body (Introduction, Methods, Results, Discussion);no;
PMID:19732867;PMC2771534;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 77; DFNB77";exact match (DFNB77);LOXHD1;familial life-long persistent fever;613079;no;no;tinnitus;HP:0000360;exact match;free of; -;All affected individuals reported age- appropriate developmental motor milestones for sitting and walking and remained free of tinnitus, balance disorders, or vertigo, consistent with normal vestibular function ;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:19732867;PMC2771534;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 77; DFNB77";exact match (DFNB77);LOXHD1;familial life-long persistent fever;613079;no;no;vertigo;HP:0002321;exact match;free of; -;All affected individuals reported age- appropriate developmental motor milestones for sitting and walking and remained free of tinnitus, balance disorders, or vertigo, consistent with normal vestibular function ;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:19732867;PMC2771534;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 77; DFNB77";exact match (DFNB77);LOXHD1;familial life-long persistent fever;613079;no;no;vestibular dysfunction;HP:0001751;vestibular function; -;normal;All affected individuals reported age- appropriate developmental motor milestones for sitting and walking and remained free of tinnitus, balance disorders, or vertigo, consistent with normal vestibular function ;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
