#disease-db	disease-identifier	disease-name	negation	HPO-ID	reference	evidence-code	onset	frequencyHPO	modifier	sub-ontology	alt-names	curators	frequencyRaw	sex
OMIM	270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	NOT	HP:0000707	OMIM:270220	IEA			 	P		HPO:iea[2009-02-17]	-	-
OMIM	270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	NOT	HP:0000971	OMIM:270220	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	NOT	HP:0000975	OMIM:270220	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	NOT	HP:0001595	OMIM:270220	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT	NOT	HP:0001597	OMIM:270220	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	271530	%271530 BRACHYOLMIA TYPE 1, HOBAEK TYPE;;BRACHYOLMIA, RECESSIVE TYPE OF HOBAEK;;SPONDYLODYSPLASIA WITH PURE BRACHYOLMIA	NOT	HP:0001249	OMIM:271530	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	271530	%271530 BRACHYOLMIA TYPE 1, HOBAEK TYPE;;BRACHYOLMIA, RECESSIVE TYPE OF HOBAEK;;SPONDYLODYSPLASIA WITH PURE BRACHYOLMIA	NOT	HP:0007759	OMIM:271530	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	271630	%271630 BRACHYOLMIA TYPE 1, TOLEDO TYPE;;SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, TOLEDO TYPE;;SED, CHONDROITIN SULFATE TYPE;;PAPS-CHONDROITIN SULFATE SULFOTRANSFERASE DEFICIENCY	NOT	HP:0003310	OMIM:271630	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	272350	SUMMITT SYNDROME	NOT	HP:0001249	OMIM:272350	TAS			 	P		HPO:probinson[2009-02-17]	-	-
OMIM	272980	TEETH, CONGENITAL ABSENCE OF, WITH TAURODONTIA AND SPARSE HAIR	NOT	HP:0000971	OMIM:272980	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	272980	TEETH, CONGENITAL ABSENCE OF, WITH TAURODONTIA AND SPARSE HAIR	NOT	HP:0000975	OMIM:272980	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	273395	#273395 TETRAAMELIA, AUTOSOMAL RECESSIVE	NOT	HP:0000889	OMIM:273395	TAS			 	P		HPO:skoehler[2015-01-04]	-	-
OMIM	273750	#273750 THREE M SYNDROME 1; 3M1;;3@M SYNDROME;;LE MERRER SYNDROME;;DOLICHOSPONDYLIC DYSPLASIA;;GLOOMY FACE SYNDROMEYAKUT SHORT STATURE SYNDROME, INCLUDED	NOT	HP:0001249	OMIM:273750	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	273800	Glanzmann thrombasthenia	NOT	HP:0011873	OMIM:273800	TAS			 	P	GLANZMANN THROMBASTHENIA	HPO:skoehler[2014-11-27]	-	-
OMIM	273900	Thrombocytopenia 3	NOT	HP:0012143	PMID:25876182	PCS			 	P	THROMBOCYTOPENIA 3	HPO:probinson[2020-09-06]	-	-
OMIM	274000	Thrombocytopenia-absent radius syndrome	NOT	HP:0009777	http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=tar	TAS		HP:0040280	 	P	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME	HPO:iea[2010-09-16]	HP:0040280	-
OMIM	275200	#275200 HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1; CHNG1;;THYROTROPIN RESISTANCE;;THYROID-STIMULATING HORMONE, RESISTANCE TO; RTSH;;TSH RESISTANCE;;HYPOTHYROIDISM, NONAUTOIMMUNE;;HYPOTHYROIDISM, CONGENITAL, DUE TO TSH RESISTANCE;;HYPOTHYROIDISM DUE TO UNRESPONSIVENESS TO THYROTROPIN	NOT	HP:0000853	OMIM:275200	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	275200	#275200 HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1; CHNG1;;THYROTROPIN RESISTANCE;;THYROID-STIMULATING HORMONE, RESISTANCE TO; RTSH;;TSH RESISTANCE;;HYPOTHYROIDISM, NONAUTOIMMUNE;;HYPOTHYROIDISM, CONGENITAL, DUE TO TSH RESISTANCE;;HYPOTHYROIDISM DUE TO UNRESPONSIVENESS TO THYROTROPIN	NOT	HP:0000853	OMIM:275200	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	275350	#275350 TRANSCOBALAMIN II DEFICIENCY;;TC II DEFICIENCY;;TCN2 DEFICIENCY	NOT	HP:0040087	OMIM:275350	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	275350	#275350 TRANSCOBALAMIN II DEFICIENCY;;TC II DEFICIENCY;;TCN2 DEFICIENCY	NOT	HP:0040126	OMIM:275350	TAS			 	P		HPO:skoehler[2015-01-04]	-	-
OMIM	276710	#276710 TYROSINEMIA, TYPE III; TYRSN3;;4-@HYDROXYPHENYLPYRUVIC ACID OXIDASE DEFICIENCY;;4-@HYDROXYPHENYLPYRUVATE DIOXYGENASE DEFICIENCY	NOT	HP:0002910	OMIM:276710	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	277000	%277000 MAYER-ROKITANSKY-KUSTER-HAUSER SYNDROME;;MRKH SYNDROME;;MULLERIAN APLASIA/DYSGENESIS;;VON MAYER-ROKITANSKY-KUSTER ANOMALY;;MRKH ANOMALY;;MRK ANOMALY;;UTERUS BIPARTITUS SOLIDUS RUDIMENTARIUS CUM VAGINA SOLIDA;;CONGENITAL ABSENCE OF UTERUS AND VAGINA; CAUVUROGENITAL ADYSPLASIA, INCLUDED	NOT	HP:0000811	OMIM:277000	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC	NOT	HP:0040126	OMIM:277400	TAS			 	P	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE; MAHCC	HPO:skoehler[2015-01-04]	-	-
OMIM	278150	HYPOTRICHOSIS 8; HYPT8	NOT	HP:0000164	OMIM:278150	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	278150	HYPOTRICHOSIS 8; HYPT8	NOT	HP:0000971	OMIM:278150	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	278150	HYPOTRICHOSIS 8; HYPT8	NOT	HP:0000975	OMIM:278150	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	278750	#278750 XERODERMA PIGMENTOSUM, VARIANT TYPE; XPV;;XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES;;PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS	NOT	HP:0000252	OMIM:278750	TAS			 	P		HPO:probinson[2012-08-01]	-	-
OMIM	278750	#278750 XERODERMA PIGMENTOSUM, VARIANT TYPE; XPV;;XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES;;PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS	NOT	HP:0001510	OMIM:278750	TAS			 	P		HPO:probinson[2012-08-01]	-	-
OMIM	278760	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF	NOT	HP:0000478	OMIM:278760	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	278850	46,XX SEX REVERSAL 2	NOT	HP:0002652	OMIM:278850	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	300042	ALOPECIA, CONGENITAL	NOT	HP:0000499	OMIM:300042	TAS			 	P		HPO:probinson[2012-07-19]	-	-
OMIM	300042	ALOPECIA, CONGENITAL	NOT	HP:0000534	OMIM:300042	TAS			 	P		HPO:probinson[2012-07-19]	-	-
OMIM	300106	300106 SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED;;SEMD, X-LINKED; SEMDX	NOT	HP:0000271	OMIM:300106	TAS			 	P		HPO:skoehler[2015-10-05]	-	-
OMIM	300106	300106 SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED;;SEMD, X-LINKED; SEMDX	NOT	HP:0001249	OMIM:300106	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	300260	LUBS X-LINKED MENTAL RETARDATION SYNDROME; MRXSL	NOT	HP:0001510	OMIM:300260	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	300280	URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME; FCMSU	NOT	HP:0001249	OMIM:300280	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	300299	#300299 NEUTROPENIA, SEVERE CONGENITAL, X-LINKED; SCNX;;XLN	NOT	HP:0000964	OMIM:300299	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	300299	#300299 NEUTROPENIA, SEVERE CONGENITAL, X-LINKED; SCNX;;XLN	NOT	HP:0000964	OMIM:300299	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	300310	IMMUNODEFICIENCY 61; IMD61	NOT	HP:0004429	OMIM:300310	TAS			 	P		HPO:probinson[2012-06-22]	-	-
OMIM	300577	MENTAL RETARDATION, X-LINKED 91; MRX91	NOT	HP:0004322	OMIM:300577	IEA			 	P		HPO:skoehler[2013-01-09]	-	-
OMIM	300600	ALAND ISLAND EYE DISEASE	NOT	HP:0005592	OMIM:300600	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	300700	%300700 ALBINISM-DEAFNESS SYNDROME; ADFN;;ALDS	NOT	HP:0001107	OMIM:300700	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	300700	%300700 ALBINISM-DEAFNESS SYNDROME; ADFN;;ALDS	NOT	HP:0001107	OMIM:300700	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	300703	%300703 SPINOCEREBELLAR ATAXIA, X-LINKED 5; SCAX5	NOT	HP:0001249	OMIM:300703	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	300814	Nystagmus 6, congenital, X-linked	NOT	HP:0007894	OMIM:300814	TAS			 	P	NYSTAGMUS 6, CONGENITAL, X-LINKED	HPO:probinson[2013-02-24]	-	-
OMIM	300858	%300858 MENTAL RETARDATION, X-LINKED, SYNDROMIC 17; MRXS17;;MENTAL RETARDATION, X-LINKED, WITH ALACRIMA AND ACHALASIA	NOT	HP:0011733	OMIM:300858	TAS			 	P		HPO:skoehler[2012-10-14]	-	-
OMIM	301200	#301200 AMELOGENESIS IMPERFECTA, TYPE IE; AI1E;;AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 1;;AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, WITH SNOW-CAPPED TEETH;;AMELOGENESIS IMPERFECTA, X-LINKED 1; AIH1;;ENAMEL HYPOPLASIA, X-LINKED	NOT	HP:0010299	OMIM:301200	TAS			 	P		HPO:skoehler[2015-01-28]	-	-
OMIM	302030	CALVARIAL HYPEROSTOSIS	NOT	HP:0002516	OMIM:302030	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	302030	CALVARIAL HYPEROSTOSIS	NOT	HP:0002516	OMIM:302030	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	302500	SPINOCEREBELLAR ATAXIA, X-LINKED 1; SCAX1	NOT	HP:0002071	OMIM:302500	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	304110	CRANIOFRONTONASAL SYNDROME; CFNS	NOT	HP:0001249	OMIM:304110	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	304950	304950 DYGGVE-MELCHIOR-CLAUSEN SYNDROME, X-LINKED	NOT	HP:0000240	OMIM:304950	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	304950	304950 DYGGVE-MELCHIOR-CLAUSEN SYNDROME, X-LINKED	NOT	HP:0001249	OMIM:304950	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	305400	Aarskog-Scott syndrome	NOT	HP:0000144	OMIM:305400	TAS			 	P	AARSKOG-SCOTT SYNDROME	HPO:skoehler[2014-11-27]	-	-
OMIM	306700	HEMOPHILIA A	NOT	HP:0000967	OMIM:306700	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	306700	HEMOPHILIA A	NOT	HP:0000979	OMIM:306700	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	306800	HEMOPHILIA A WITH VASCULAR ABNORMALITY	NOT	HP:0000967	OMIM:306800	TAS			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	306800	HEMOPHILIA A WITH VASCULAR ABNORMALITY	NOT	HP:0000979	OMIM:306800	TAS			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	306900	HEMOPHILIA B	NOT	HP:0008151	OMIM:306900	TAS			 	P		HPO:probinson[2012-08-01]	-	-
OMIM	307200	#307200 ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III; IGHD3;;IGHD III;;GROWTH HORMONE DEFICIENCY WITH HYPOGAMMAGLOBULINEMIA;;HYPOGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;AGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;FLEISHER SYNDROME	NOT	HP:0011839	OMIM:307200	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	307800	#307800 HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT; XLHR;;HYPOPHOSPHATEMIA, X-LINKED; XLH;;HYP;;VITAMIN D-RESISTANT RICKETS, X-LINKED;;HYPOPHOSPHATEMIC VITAMIN D-RESISTANT RICKETS; HPDR	NOT	HP:0004363	OMIM:307800	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	308240	Lymphoproliferative syndrome, X-linked, 1	NOT	HP:0010975	OMIM:308240	TAS			 	P	LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1	HPO:skoehler[2015-01-04]	-	-
OMIM	308240	Lymphoproliferative syndrome, X-linked, 1	NOT	HP:0011839	OMIM:308240	TAS			 	P	LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1	HPO:skoehler[2014-11-27]	-	-
OMIM	309300	MEGALOCORNEA	NOT	HP:0012632	OMIM:309300	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	309900	MUCOPOLYSACCHARIDOSIS, TYPE II	NOT	HP:0007759	OMIM:309900	TAS			 	P		HPO:skoehler[2012-11-26]	-	-
OMIM	310095	MUSCULAR DYSTROPHY, PROGRESSIVE PECTORODORSAL	NOT	HP:0010628	OMIM:310095	TAS			 	P		HPO:probinson[2010-06-20]	-	-
OMIM	310440	#310440 MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY; MEAX;;XMEA	NOT	HP:0001249	OMIM:310440	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	310440	#310440 MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY; MEAX;;XMEA	NOT	HP:0001626	OMIM:310440	IEA			 	P		HPO:probinson[2012-07-26]	-	-
OMIM	310440	#310440 MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY; MEAX;;XMEA	NOT	HP:0003713	OMIM:310440	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	310440	#310440 MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY; MEAX;;XMEA	NOT	HP:0003713	OMIM:310440	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	311510	WAISMAN SYNDROME; WSMN	NOT	HP:0002135	OMIM:311510	TAS			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	312863	#312863 COMBINED IMMUNODEFICIENCY, X-LINKED; CIDX;;XCID;;IMMUNODEFICIENCY 6; IMD6	NOT	HP:0010975	OMIM:312863	TAS			 	P		HPO:skoehler[2015-01-04]	-	-
OMIM	312863	#312863 COMBINED IMMUNODEFICIENCY, X-LINKED; CIDX;;XCID;;IMMUNODEFICIENCY 6; IMD6	NOT	HP:0040089	OMIM:312863	TAS			 	P		HPO:skoehler[2014-11-27];HPO:probinson[2019-03-19]	-	-
OMIM	313500	TOOTH AGENESIS, SELECTIVE, X-LINKED, 1	NOT	HP:0002046	PMID:18657636	PCS		HP:0040284	 	P		HPO:lccarmody[2018-06-13]	5/5	male
OMIM	313500	TOOTH AGENESIS, SELECTIVE, X-LINKED, 1	NOT	HP:0006482	PMID:18657636	PCS			 	P		HPO:lccarmody[2018-06-13]	-	male
OMIM	313500	TOOTH AGENESIS, SELECTIVE, X-LINKED, 1	NOT	HP:0011947	PMID:18657636	PCS		HP:0040284	 	P		HPO:lccarmody[2018-06-13]	5/5	male
OMIM	600002	EIKEN SYNDROME	NOT	HP:0001249	OMIM:600002	TAS			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600116	Parkinson disease, juvenile, type 2	NOT	HP:0000726	PMID:16328510	PCS		HP:0040285	 	P	PARKINSON DISEASE, JUVENILE, TYPE 2	HPO:skoehler[2010-06-18];HPO:probinson[2021-02-26]	0/10	-
OMIM	600116	Parkinson disease, juvenile, type 2	NOT	HP:0100315	OMIM:600116	TAS			 	P	PARKINSON DISEASE, JUVENILE, TYPE 2	HPO:skoehler[2013-05-30]	-	-
OMIM	600171	GONADAL AGENESIS	NOT	HP:0000055	OMIM:600171	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	600193	WAARDENBURG SYNDROME, TYPE IIB	NOT	HP:0000506	OMIM:600193	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600193	WAARDENBURG SYNDROME, TYPE IIB	NOT	HP:0001999	OMIM:600193	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600208	#600208 MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS	NOT	HP:0000077	OMIM:600208	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	600208	#600208 MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS	NOT	HP:0000518	OMIM:600208	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE	NOT	HP:0001638	OMIM:600334	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	600399	PECTUS EXCAVATUM, MACROCEPHALY, SHORT STATURE, AND DYSPLASTIC NAILS	NOT	HP:0000971	OMIM:600399	TAS			 	P		HPO:skoehler[2013-06-03]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0001260	OMIM:600416	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0001260	OMIM:600416	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0001371	OMIM:600416	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0001638	OMIM:600416	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0001638	OMIM:600416	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0002460	OMIM:600416	TAS			 	P		HPO:skoehler[2012-11-21]	-	-
OMIM	600416	600416 MUSCULAR DYSTROPHY, SCAPULOHUMERAL	NOT	HP:0010628	OMIM:600416	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600630	#600630 UV-SENSITIVE SYNDROME 1; UVSS1	NOT	HP:0000707	OMIM:600630	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	600736	600736 VELOFACIOSKELETAL SYNDROME	NOT	HP:0001249	OMIM:600736	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	600771	DWARFISM, FAMILIAL, WITH MUSCLE SPASMS	NOT	HP:0001249	OMIM:600771	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	600886	#600886 HYPERFERRITINEMIA WITH OR WITHOUT CATARACT;;HYPERFERRITINEMIA-CATARACT SYNDROME;;HYPERFERRITINEMIA, HEREDITARY, WITH CONGENITAL CATARACTS; HHCS	NOT	HP:0040130	PMID:15280904	PCS			 	P		HPO:skoehler[2015-01-04];HP:probinson[2019-03-01]	-	-
OMIM	600886	#600886 HYPERFERRITINEMIA WITH OR WITHOUT CATARACT;;HYPERFERRITINEMIA-CATARACT SYNDROME;;HYPERFERRITINEMIA, HEREDITARY, WITH CONGENITAL CATARACTS; HHCS	NOT	HP:0040135	PMID:15280904	PCS			 	P		HPO:skoehler[2015-01-04];HP:probinson[2019-03-01]	-	-
OMIM	600907	ENAMEL HYPOPLASIA, CATARACTS, AND AQUEDUCTAL STENOSIS	NOT	HP:0001249	OMIM:600907	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	600908	KENNERKNECHT SYNDROME	NOT	HP:0000055	OMIM:600908	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	600920	VAN DEN ENDE-GUPTA SYNDROME; VDEGS	NOT	HP:0001249	OMIM:600920	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	600971	#600971 DEAFNESS, AUTOSOMAL RECESSIVE 6; DFNB6;;NEUROSENSORY NONSYNDROMIC RECESSIVE DEAFNESS 6; NSRD6	NOT	HP:0011390	OMIM:600971	IEA			 	P		HPO:skoehler[2013-01-11]	-	-
OMIM	600974	DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESSIVE 7	NOT	HP:0001751	PMID:11850618	PCS			 	P		HP:probinson[2019-05-10]	-	-
OMIM	601003	Brody myopathy	NOT	HP:0003474	PMID:8841193	IEA			 	P	BRODY MYOPATHY	HPO:probinson[2019-11-28]	-	-
OMIM	601003	Brody myopathy	NOT	HP:0010548	PMID:8841193	IEA			 	P	BRODY MYOPATHY	HPO:probinson[2019-11-28]	-	-
OMIM	601003	Brody myopathy	NOT	HP:0031826	PMID:8841193	IEA			 	P	BRODY MYOPATHY	HPO:probinson[2019-11-28]	-	-
OMIM	601003	Brody myopathy	NOT	HP:0100284	PMID:8841193	IEA			 	P	BRODY MYOPATHY	HPO:probinson[2019-11-28]	-	-
OMIM	601016	601016 MIDLINE MALFORMATIONS, MULTIPLE, WITH LIMB ABNORMALITIES AND HYPOPITUITARISM;;DINCSOY SYNDROME	NOT	HP:0010442	OMIM:601016	IEA			 	P		HPO:skoehler[2010-06-20]	-	-
OMIM	601202	CATARACT, ANTERIOR POLAR, 2	NOT	HP:0011501	PMID:8852669	PCS			 	P		HPO:lccarmody[2018-06-13]	-	-
OMIM	601220	601220 OSTEOPOROSIS AND OCULOCUTANEOUS HYPOPIGMENTATION SYNDROME; OOCH	NOT	HP:0002011	OMIM:601220	IEA			 	P		HPO:probinson[2009-02-17]	-	-
OMIM	601238	CEREBELLAR ATAXIA, CAYMAN TYPE; ATCAY	NOT	HP:0000479	OMIM:601238	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	601277	#601277 ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A;;ICHTHYOSIS CONGENITA IIB; ICR2B;;ICHTHYOSIS, LAMELLAR, 2, FORMERLY; LI2, FORMERLY	NOT	HP:0001258	OMIM:601277	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	601277	#601277 ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A;;ICHTHYOSIS CONGENITA IIB; ICR2B;;ICHTHYOSIS, LAMELLAR, 2, FORMERLY; LI2, FORMERLY	NOT	HP:0001433	OMIM:601277	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	601338	CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS	NOT	HP:0009830	OMIM:601338	TAS			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	601347	MYELODYSPLASIA, IMMUNODEFICIENCY, FACIAL DYSMORPHISM, SHORT STATURE,	NOT	HP:0040128	OMIM:601347	TAS			 	P		HPO:iea[2015-05-03]	-	-
OMIM	601372	CHOREA, REMITTING, WITH NYSTAGMUS AND CATARACT	NOT	HP:0003110	OMIM:601372	TAS			 	P		HPO:nvasilevsky[2019-03-07]	-	-
OMIM	601375	601375 ECTODERMAL DYSPLASIA, HIDROTIC, CHRISTIANSON-FOURIE TYPE	NOT	HP:0000164	OMIM:601375	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	601375	601375 ECTODERMAL DYSPLASIA, HIDROTIC, CHRISTIANSON-FOURIE TYPE	NOT	HP:0000971	OMIM:601375	TAS			 	P		HPO:skoehler[2013-06-10]	-	-
OMIM	601386	DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12	NOT	HP:0000510	OMIM:601386	IEA			 	P		HPO:skoehler[2010-06-18]	-	-
OMIM	601386	DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12	NOT	HP:0000510	OMIM:601386	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	601386	DEAFNESS, AUTOSOMAL RECESSIVE 12; DFNB12	NOT	HP:0032118	OMIM:601386	IEA			 	P		HPO:skoehler[2019-04-18]	-	-
OMIM	601399	PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY	NOT	HP:0011875	OMIM:601399	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	601399	PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY	NOT	HP:0012524	PMID:11830488	PCS			 	P		HP:probinson[2019-03-03]	-	-
OMIM	601553	#601553 HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD;;HYPOTRICHOSIS WITH CONE-ROD DYSTROPHY	NOT	HP:0000164	OMIM:601553	TAS			 	P		HPO:iea[2009-02-17]	-	-
OMIM	601553	#601553 HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD;;HYPOTRICHOSIS WITH CONE-ROD DYSTROPHY	NOT	HP:0001231	OMIM:601553	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	601553	#601553 HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY; HJMD;;HYPOTRICHOSIS WITH CONE-ROD DYSTROPHY	NOT	HP:0001597	OMIM:601553	TAS			 	P		HPO:iea[2009-02-17]	-	-
OMIM	601559	STUVE-WIEDEMANN SYNDROME	NOT	HP:0001249	OMIM:601559	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	601668	601668 SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH ABNORMAL DENTITION; SEMDAD	NOT	HP:0001249	OMIM:601668	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
